1,1
2,1
3,1
4,2
5,2
6,1
7,2
8,1
9,2
10,1
11,0
12,7
13,0
14,0
15,1
16,1
17,1
18,1
19,1
20,4
21,7
22,1
23,11
24,1
25,6
26,6
27,1
28,6
29,11
30,7
31,1
32,0
33,7
34,1
35,3
36,1
37,14
38,9
39,9
40,5
41,0
42,1
43,14
44,14
45,1
46,9
47,1
48,1
49,0
50,0
51,1
52,0
53,1
54,1
55,1
56,3
57,9
58,12
59,5
60,5
61,7
62,1
63,9
64,1
65,1
66,1
67,6
68,5
69,1
70,6
71,1
72,5
73,5
74,0
75,1
76,1
77,0
78,1
79,5
80,9
81,6
82,5
83,1
84,1
85,3
86,14
87,0
88,10
89,7
90,7
91,6
92,6
93,5
94,1
95,0
96,0
97,0
98,0
99,2
100,0
101,1
102,1
103,14
104,1
105,1
106,1
107,1
108,1
109,4
110,1
111,1
112,1
113,1
114,5
115,5
116,1
117,0
118,7
119,14
120,1
121,5
122,1
123,1
124,6
125,2
126,5
127,0
128,0
129,9
130,1
131,0
132,1
133,5
134,0
135,1
136,1
137,1
138,1
139,1
140,0
141,1
142,1
143,0
144,1
145,5
146,1
147,1
148,1
149,5
150,5
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,5
159,1
160,1
161,1
162,1
163,1
164,1
165,1
166,1
167,1
168,1
169,1
170,1
171,1
172,1
173,1
174,1
175,1
176,1
177,1
178,1
179,1
180,1
181,1
182,1
183,1
184,1
185,1
186,1
187,1
188,1
189,5
190,1
191,1
192,1
193,1
194,1
195,1
196,1
197,1
198,1
199,1
200,0
201,1
202,1
203,1
204,5
205,1
206,1
207,1
208,1
209,1
210,1
211,1
212,1
213,1
214,1
215,1
216,1
217,1
218,1
219,1
220,1
221,1
222,1
223,1
224,1
225,1
226,1
227,1
228,1
229,1
230,2
231,1
232,1
233,5
234,0
235,1
236,1
237,2
238,1
239,1
240,2
241,1
242,1
243,1
244,1
245,1
246,1
247,1
248,1
249,1
250,1
251,1
252,1
253,0
254,1
255,1
256,1
257,2
258,0
259,4
260,1
261,1
262,1
263,1
264,1
265,1
266,1
267,5
268,1
269,1
270,7
271,1
272,1
273,1
274,1
275,7
276,1
277,6
278,1
279,1
280,6
281,1
282,1
283,1
284,1
285,1
286,1
287,1
288,7
289,1
290,1
291,1
292,1
293,9
294,6
295,6
296,1
297,1
298,1
299,3
300,9
301,1
302,1
303,1
304,1
305,1
306,1
307,3
308,1
309,0
310,9
311,0
312,0
313,7
314,1
315,1
316,6
317,1
318,5
319,0
320,7
321,1
322,0
323,1
324,1
325,9
326,1
327,1
328,1
329,0
330,5
331,1
332,1
333,5
334,0
335,5
336,7
337,1
338,5
339,0
340,4
341,1
342,1
343,5
344,5
345,0
346,0
347,4
348,1
349,1
350,1
351,1
352,1
353,1
354,1
355,0
356,1
357,7
358,3
359,0
360,1
361,3
362,1
363,2
364,1
365,1
366,1
367,1
368,0
369,1
370,1
371,1
372,1
373,0
374,9
375,7
376,7
377,1
378,1
379,7
380,9
381,1
382,2
383,1
384,1
385,0
386,1
387,1
388,3
389,1
390,6
391,1
392,1
393,1
394,1
395,4
396,1
397,7
398,1
399,14
400,9
401,14
402,1
403,5
404,1
405,0
406,1
407,0
408,1
409,1
410,1
411,7
412,3
413,9
414,1
415,9
416,0
417,1
418,1
419,0
420,1
421,1
422,1
423,2
424,1
425,1
426,7
427,1
428,1
429,1
430,1
431,1
432,1
433,1
434,14
435,4
436,3
437,4
438,1
439,1
440,1
441,9
442,9
443,1
444,1
445,0
446,7
447,7
448,7
449,1
450,0
451,1
452,1
453,7
454,1
455,13
456,0
457,1
458,1
459,6
460,1
461,9
462,14
463,6
464,0
465,6
466,7
467,7
468,7
469,1
470,1
471,0
472,1
473,7
474,1
475,7
476,1
477,9
478,1
479,7
480,1
481,1
482,1
483,6
484,7
485,1
486,1
487,1
488,7
489,7
490,9
491,5
492,9
493,7
494,7
495,7
496,7
497,7
498,7
499,1
500,1
501,7
502,1
503,2
504,2
505,0
506,0
507,0
508,0
509,1
510,7
511,7
512,1
513,6
514,7
515,7
516,5
517,1
518,0
519,0
520,0
521,1
522,5
523,6
524,7
525,9
526,4
527,7
528,0
529,1
530,9
531,1
532,6
533,7
534,9
535,1
536,2
537,7
538,1
539,5
540,7
541,6
542,5
543,0
544,14
545,14
546,0
547,5
548,1
549,1
550,7
551,0
552,0
553,1
554,0
555,7
556,0
557,0
558,7
559,2
560,1
561,0
562,1
563,1
564,1
565,1
566,1
567,4
568,1
569,4
570,4
571,4
572,4
573,4
574,4
575,10
576,4
577,4
578,4
579,4
580,4
581,10
582,4
583,10
584,1
585,10
586,1
587,1
588,1
589,1
590,6
591,6
592,6
593,6
594,1
595,1
596,1
597,6
598,4
599,6
600,1
601,1
602,6
603,6
