604,7
605,2
606,3
607,6
608,3
609,6
610,6
611,2
612,1
613,7
614,2
615,2
616,2
617,2
618,6
619,5
620,5
621,2
622,2
623,8
624,2
625,2
626,3
627,5
628,6
629,2
630,2
631,0
632,1
633,1
634,9
635,9
636,2
637,2
638,3
639,9
640,9
641,9
642,9
643,2
644,2
645,7
646,14
647,14
648,1
649,7
650,5
651,8
652,14
653,9
654,9
655,14
656,8
657,8
658,3
659,14
660,0
661,5
662,5
663,8
664,1
665,1
666,1
667,1
668,8
669,1
670,1
671,4
672,0
673,4
674,8
675,6
676,8
677,8
678,8
679,1
680,3
681,1
682,0
683,8
684,8
685,8
686,8
687,8
688,14
689,1
690,1
691,1
692,8
693,8
694,11
695,11
696,1
697,8
698,8
699,8
700,11
701,11
702,3
703,3
704,9
705,9
706,3
707,3
708,9
709,9
710,1
711,8
712,8
713,11
714,11
715,8
716,1
717,14
718,5
719,8
720,8
721,9
722,3
723,3
724,0
725,1
726,8
727,8
728,5
729,14
730,8
731,3
732,1
733,1
734,9
735,9
736,14
737,8
738,5
739,8
740,1
741,14
742,9
743,9
744,9
745,14
746,14
747,1
748,11
749,11
750,11
751,11
752,7
753,2
754,2
755,0
756,0
757,2
758,2
759,3
760,5
761,5
762,1
763,1
764,10
765,1
766,1
767,1
768,1
769,1
770,1
771,1
772,1
773,1
774,1
775,1
776,1
777,1
778,1
779,1
780,1
781,1
782,8
783,10
784,10
785,4
786,4
787,8
788,4
789,10
790,4
791,4
792,4
793,4
794,4
795,7
796,4
797,1
798,13
799,7
800,13
801,13
802,1
803,8
804,5
805,12
806,10
807,1
808,12
809,12
810,12
811,0
812,1
813,12
814,12
815,5
816,8
817,12
818,8
819,8
820,8
821,8
822,8
823,1
824,8
825,12
826,12
827,1
828,1
829,7
830,1
831,4
832,4
833,12
834,4
835,1
836,12
837,1
838,1
839,2
840,11
841,11
842,1
843,1
844,1
845,13
846,1
847,1
848,1
849,13
850,13
851,13
852,13
853,14
854,7
855,12
856,12
857,12
858,1
859,8
860,12
861,0
862,1
863,10
864,1
865,1
866,9
867,9
868,10
869,0
870,0
871,0
872,9
873,9
874,9
875,9
876,4
877,11
878,11
879,9
880,9
881,8
882,8
883,1
884,1
885,1
886,10
887,4
888,1
889,1
890,11
891,11
892,9
893,9
894,9
895,9
896,6
897,1
898,9
899,9
900,1
901,1
902,7
903,1
904,7
905,1
906,1
907,1
908,9
909,9
910,1
911,1
912,10
913,1
914,5
915,1
916,10
917,6
918,0
919,1
920,10
921,1
922,1
923,1
924,1
925,1
926,12
927,10
928,10
929,12
930,12
931,12
932,10
933,1
934,10
935,1
936,1
937,5
938,1
939,1
940,1
941,1
942,5
943,5
944,1
945,1
946,1
947,11
948,11
949,10
950,0
951,4
952,1
953,1
954,0
955,2
956,2
957,13
958,1
959,6
960,1
961,10
962,1
963,1
964,1
965,4
966,6
967,1
968,5
969,5
970,1
971,6
972,1
973,11
974,11
975,4
976,6
977,1
978,1
979,1
980,1
981,1
982,7
983,7
984,7
985,1
986,1
987,1
988,1
989,11
990,11
991,4
992,14
993,0
994,11
995,11
996,10
997,4
998,10
999,1
1000,1
1001,10
1002,1
1003,4
1004,10
1005,10
1006,10
1007,6
1008,10
1009,10
1010,6
1011,1
1012,10
1013,13
1014,10
1015,10
1016,10
1017,13
1018,1
1019,1
1020,1
1021,1
1022,13
1023,10
1024,1
1025,9
1026,9
1027,9
1028,9
1029,6
1030,1
1031,10
1032,10
1033,13
1034,10
1035,0
1036,1
1037,1
1038,13
1039,10
1040,1
1041,14
1042,1
1043,7
1044,10
1045,10
1046,10
1047,7
1048,10
1049,7
1050,13
1051,7
1052,1
1053,1
1054,6
1055,10
1056,10
1057,10
1058,10
1059,10
1060,10
1061,10
1062,10
1063,5
1064,5
1065,10
1066,10
1067,10
1068,9
1069,9
1070,2
1071,2
1072,10
1073,10
1074,10
1075,10
1076,6
1077,2
1078,2
1079,10
1080,10
1081,2
1082,2
1083,10
1084,10
1085,9
1086,9
1087,2
1088,2
1089,10
1090,10
1091,10
1092,10
1093,9
1094,9
1095,6
1096,7
1097,10
1098,14
1099,14
1100,14
1101,1
1102,14
1103,14
1104,14
1105,2
1106,2
1107,1
1108,1
1109,7
1110,14
1111,14
1112,5
1113,1
1114,14
1115,7
1116,14
1117,1
1118,14
1119,7
1120,7
